"id";"page";"french";"german";"english";"description";"category";"difficulty";"learned"
"654";"212";"Barre de mise à la terre principale";"Haupterdungsschiene";"Main grounding busbar";;"Elektrotechnik";;
"1713";"212";"Parafoudre";"Überspannungsableiter";"Surge arrester";;"Elektrotechnik";;
"1856";"212";"Conduite d'eau";"Wasserrohr";"Water pipe";;"Elektrotechnik";;
"557";"213";"Générateur";"Generator";"Generator";;"Elektrotechnik";;
"602";"213";"Redresseur";"Gleichrichter";"Rectifier";;"Elektrotechnik";;
"906";"213";"Lampe";"Lampe";"Lamp";;"Elektrotechnik";;
"919";"213";"conducteur";"Leiter";"Conductor";;"Elektrotechnik";;
"1073";"213";"Appareil de raccordement au réseau";"Netzanschlussgerät";"Power supply unit";;"Elektrotechnik";;
"1180";"213";"Potentiomètre";"Potenziometer";"Potentiometer";;"Elektrotechnik";;
"1634";"213";"Appareil de mesure du courant";"Strommessgerät";"Current meter";;"Elektrotechnik";;
"1887";"213";"Résistance";"Widerstand";"Resistor";;"Elektrotechnik";;
"1890";"213";"Résistance variable";"Widerstand, veränderbar";"Variable resistor";;"Elektrotechnik";;
"42";"218";"Égout";"Abwasserkanal";"Sewer";;"Sanitärtechnik";;
"658";"218";"Conduite de raccordement domestique (HAL)";"Hausanschlussleitung (HAL)";"Service connection (HAL)";;"Sanitärtechnik";;
"1258";"218";"Conduite annulaire";"Ringleitung";"Loop line";;"Sanitärtechnik";;
"1787";"218";"conduite d'alimentation";"Versorgungsleitung";"Supply line";;"Sanitärtechnik";;
"1788";"218";"Réseau d'alimentation";"Versorgungsnetz";"Supply network";;"Sanitärtechnik";;
"725";"219";"Bouche d'incendie DN 100";"Hydrant DN 100";"Hydrant DN 100";;"Sanitärtechnik";;
"698";"219";"Panneaux d'information";"Hinweisschilder";"Information signs";;"Sanitärtechnik";;
"856";"219";"Boîtier à billes";"Kugelgehäuse";"Ball valve housing";;"Sanitärtechnik";;
"1631";"219";"Couvercle de regard";"Straßenkappe";"Street cover";;"Sanitärtechnik";;
"1741";"219";"Bouche d'incendie encastrée";"Unterflurhydrant";"Underground hydrant";;"Sanitärtechnik";;
"1795";"219";"Protecteur de profilé carré";"Vierkantschoner";"Square protector";;"Sanitärtechnik";;
"1543";"219";"Broche";"Spindel";"Spindle";;"Sanitärtechnik";;
"84";"220";"Perçage";"Anbohren";"Tapping";;"Sanitärtechnik";;
"661";"220";"Entrée de bâtiment";"Hauseinführung";"Building entry";;"Sanitärtechnik";;
"1760";"220";"Collier de serrage pour vanne";"Ventilanbohrschelle";"Valve tapping clamp";;"Sanitärtechnik";;
"96";"220";"Conduite de raccordement";"Anschlussleitung";"Connection pipe";;"Sanitärtechnik";;
"43";"221";"Conduite d'eaux usées";"Abwasserleitung";"Sewage line";;"Sanitärtechnik";;
"659";"221";"Local de raccordement domestique";"Hausanschlussraum";"Service connection room";;"Sanitärtechnik";;
"663";"221";"Compteur d'eau domestique";"Hauswasserzähler";"Household water meter";;"Sanitärtechnik";;
"686";"221";"Retour de chauffage";"Heizungsrücklauf";"Heating return";;"Sanitärtechnik";;
"688";"221";"Départ de chauffage";"Heizungsvorlauf";"Heating supply";;"Sanitärtechnik";;
"1199";"221";"Orifice de contrôle";"Prüföffnung";"Inspection opening";;"Sanitärtechnik";;
"395";"221";"vidange";"Entleerung";"Drain";;"Sanitärtechnik";;
"1860";"221";"Compteur d'eau";"Wasseruhr";"Water meter";;"Sanitärtechnik";;
"1862";"221";"Système de comptage d'eau";"Wasserzählanlage";"Water metering system";;"Sanitärtechnik";;
"1700";"221";"Conduite d'eau potable";"Trinkwasserleitung";"Drinking water line";;"Sanitärtechnik";;
"531";"221";"Conduite de gaz";"Gasleitung";"Gas line";;"Sanitärtechnik";;
"17";"222";"Exemple de lecture";"Ablesebeispiel";"Reading example";;"Sanitärtechnik";;
"340";"222";"Plomb de vérification";"Eichplombe";"Seal";;"Sanitärtechnik";;
"478";"222";"Roue à ailettes";"Flügelrad";"Impeller";;"Sanitärtechnik";;
"479";"222";"Compteur à hélice";"Flügelradzähler";"Vane meter";;"Sanitärtechnik";;
"1303";"222";"Compteur à rouleaux";"Rollenzählwerk";"Roller counter";;"Sanitärtechnik";;
"1907";"222";"Compteur d'eau domestique";"Wohnungswasserzähler";"Residential water meter";;"Sanitärtechnik";;
"163";"223";"automatique";"automatisch";"Automatic";;"Sanitärtechnik";;
"288";"223";"Capuchon rotatif avec échelle de pression";"Drehkappe mit Druckskala";"Rotating cap with pressure scale";;"Sanitärtechnik";;
"307";"223";"Ressort de pression";"Druckfeder";"Pressure spring";;"Sanitärtechnik";;
"447";"223";"Filtre non rétrolavable";"Filter, nicht rückspülbar";"Filter, non-backwashable";;"Sanitärtechnik";;
"448";"223";"Filtre à lavage à contre-courant";"Filter, rückspülbar";"Filter, backwashable";;"Sanitärtechnik";;
"993";"223";"manuel";"manuell";"Manual";;"Sanitärtechnik";;
"1002";"223";"Membrane";"Membran";"Diaphragm";;"Sanitärtechnik";;
"1236";"223";"Vanne de régulation";"Regelventil";"Control valve";;"Sanitärtechnik";;
"365";"224";"Conduite d'alimentation individuelle";"Einzelzuleitung";"Single supply line";;"Sanitärtechnik";;
"1342";"224";"Conduite d'alimentation";"Sammelzuleitung";"Collector line";;"Sanitärtechnik";;
"1601";"224";"Colonne montante";"Steigleitung";"Riser";;"Sanitärtechnik";;
"1616";"224";"Conduite d'étage";"Stockwerksleitung";"Floor line";;"Sanitärtechnik";;
"1792";"224";"Ligne de distribution";"Verteilungsleitung";"Distribution line";;"Sanitärtechnik";;
"1284";"225";"Système de tuyauterie avec branchements";"Rohrleitungssystem mit Stichleitungen";"Piping system with branch lines";;"Sanitärtechnik";;
"1629";"225";"Système de conduite de régulation avec raccords en boucle";"Strangleitungssystem mit eingeschleiften Anschlüssen";"Strangulation system with looped connections";;"Sanitärtechnik";;
"335";"226";"Diviseurs de flux dynamiques";"dynamische Strömungsteiler";"Dynamic flow dividers";;"Sanitärtechnik";;
"1259";"226";"Système de circuit en boucle";"Ringleitungssystem";"Ring distribution system";;"Sanitärtechnik";;
"1642";"226";"Diviseur de débit, statique";"Strömungsteiler, statisch";"Flow divider, static";;"Sanitärtechnik";;
"1768";"226";"Diviseur de débit Venturi (VSt)";"Venturi-Strömungsteiler (VSt)";"Venturi flow divider (VSt)";;"Sanitärtechnik";;
"496";"227";"Vanne à passage libre";"Freistromventil";"Free-flow valve";;"Sanitärtechnik";;
"859";"227";"Robinet à boisseau sphérique";"Kugelhahn";"Ball valve";;"Sanitärtechnik";;
"562";"227";"Soupape à siège droit";"Geradsitzventil";"Globe valve";;"Sanitärtechnik";;
"815";"227";"Vanne à piston";"Kolbenschieber";"Piston valve";;"Sanitärtechnik";;
"1648";"228";"Symbole, général";"Symbol, allgemein";"Symbol, general";;"Sanitärtechnik";;
"150";"229";"Sortie, libre";"Auslauf, frei";"Outlet, free";;"Sanitärtechnik";;
"829";"229";"ouverture de contrôle";"Kontrollöffnung";"Check port";;"Sanitärtechnik";;
"1026";"229";"Distance minimale";"Mindestabstand";"Minimum clearance";;"Sanitärtechnik";;
"1297";"229";"Séparateur de tuyaux avec zone de pression intermédiaire réglable";"Rohrtrenner mit kontrollierbarer Mitteldruckzone";"Pipe separator with controllable intermediate pressure zone";;"Sanitärtechnik";;
"1311";"229";"Clapet anti-retour avec vanne à insertion, réglable";"Rückflussverhinderer mit Einschubventil, kontrollierbar";"Backflow preventer with slide valve, controllable";;"Sanitärtechnik";;
"1312";"229";"Clapet anti-retour, contrôlable";"Rückflussverhinderer, kontrollierbar";"Check valve, controllable";;"Sanitärtechnik";;
"1313";"229";"Clapet anti-retour, non contrôlable";"Rückflussverhinderer, nicht kontrollierbar";"Backflow preventer, non-controllable";;"Sanitärtechnik";;
"1274";"230";"Aérateur de tuyau pour raccords de tuyaux";"Rohrbelüfter für Schlauchanschlüsse";"Pipe aerator for hose connections";;"Sanitärtechnik";;
"1730";"230";"Commutateur sur un robinet de baignoire";"Umsteller an einer Wannenarmatur";"Diverter on a tub faucet";;"Sanitärtechnik";;
"1731";"230";"Commutateur automatique";"Umsteller, automatisch";"Diverter, automatic";;"Sanitärtechnik";;
"1273";"230";"Aérateur de tuyau";"Rohrbelüfter";"Pipe aerator";;"Sanitärtechnik";;
"297";"231";"Raccord à trois trous";"Dreilocharmatur";"Three-hole faucet";;"Sanitärtechnik";;
"347";"231";"Robinetterie monotrou";"Einlocharmatur";"Single-hole faucet";;"Sanitärtechnik";;
"1919";"231";"Robinet de soutirage pour usage extérieur";"Zapfventil für den Außenbereich";"Outdoor tap";;"Sanitärtechnik";;
"1582";"231";"Modèle sur pied";"Standmodell";"Floor-standing model";;"Sanitärtechnik";;
"1819";"231";"Modèle mural";"Wandmodell";"Wall-mounted model";;"Sanitärtechnik";;
"1853";"231";"Robinets";"Wasserhähne";"Faucets";;"Sanitärtechnik";;
"1952";"231";"Robinetterie à deux trous";"Zweilocharmatur";"Two-hole faucet";;"Sanitärtechnik";;
"153";"231";"Vanne de vidange";"Auslaufventil";"Spout valve";;"Sanitärtechnik";;
"345";"232";"Mitigeur";"Einhebelmischer";"Single-lever mixer";;"Sanitärtechnik";;
"1235";"232";"Dispositif de régulation";"Regeleinrichtung";"Control device";;"Sanitärtechnik";;
"151";"232";"Bec, pivotant";"Auslauf, schwenkbar";"Swivel spout";;"Sanitärtechnik";;
"1537";"232";"Bouton de verrouillage";"Sperrknopf";"Lock button";;"Sanitärtechnik";;
"1659";"232";"Poignée de sélection de température";"Temperaturwahlgriff";"Temperature selector knob";;"Sanitärtechnik";;
"1666";"232";"Mitigeur thermostatique";"Thermostatmischbatterie";"Thermostatic mixer";;"Sanitärtechnik";;
"1950";"232";"Mitigeur à deux poignées";"Zweigriffmischbatterie";"Two-handle mixer";;"Sanitärtechnik";;
"1244";"232";"Régulateur";"Regler";"Control";;"Sanitärtechnik";;
"16";"233";"Vanne de vidange";"Ablaufventil";"Drain valve";;"Sanitärtechnik";;
"573";"233";"Tringlerie";"Gestänge";"Lever";;"Sanitärtechnik";;
"1358";"233";"Vanne de vidange à tige";"Schaftablaufventil";"Shank drain valve";;"Sanitärtechnik";;
"1494";"233";"Tamis";"Sieb";"Strainer";;"Sanitärtechnik";;
"1735";"233";"Vanne de vidange universelle";"Universalablaufventil";"Universal drain valve";;"Sanitärtechnik";;
"1624";"233";"Bouchon";"Stopfen";"Plug";;"Sanitärtechnik";;
"1711";"233";"Trop-plein";"Überlauf";"Overflow";;"Sanitärtechnik";;
"137";"234";"Orifice de compensation";"Ausgleichsbohrung";"Balance hole";;"Sanitärtechnik";;
"665";"234";"Levier";"Hebel";"Lever";;"Sanitärtechnik";;
"693";"234";"Vanne auxiliaire";"Hilfsventil";"Auxiliary valve";;"Sanitärtechnik";;
"813";"234";"Piston";"Kolben";"Piston";;"Sanitärtechnik";;
"814";"234";"Ressort de piston";"Kolbenfeder";"Piston spring";;"Sanitärtechnik";;
"1298";"234";"Coupe-tube";"Rohrunterbrecher";"Pipe breaker";;"Sanitärtechnik";;
"1556";"234";"Réglage du débit de rinçage";"Spülmengeneinstellung";"Flush volume adjustment";;"Sanitärtechnik";;
"1559";"234";"Réglage du débit de rinçage";"Spülstromeinstellung";"Flush flow adjustment";;"Sanitärtechnik";;
"14";"235";"garniture d'écoulement";"Ablaufgarnitur";"Drain assembly";;"Sanitärtechnik";;
"127";"235";"Réservoir de chasse d'eau apparent";"Aufputzspülkasten";"Surface-mounted cistern";;"Sanitärtechnik";;
"155";"235";"bouton de déclenchement";"Auslösetaste";"Flush button";;"Sanitärtechnik";;
"1249";"235";"Eau résiduelle";"Restwasser";"Residual water";;"Sanitärtechnik";;
"504";"235";"Capacité de remplissage";"Füllmenge";"Filling capacity";;"Sanitärtechnik";;
"506";"235";"Vanne de remplissage";"Füllventil";"Filling valve";;"Sanitärtechnik";;
"667";"235";"Cloche de levage";"Heberglocke";"Lift bell";;"Sanitärtechnik";;
"1746";"235";"Système de chasse d'eau encastré";"Unterputzspülsystem";"Concealed flushing system";;"Sanitärtechnik";;
"1935";"235";"Débit";"Zufluss";"Inlet";;"Sanitärtechnik";;
"1558";"235";"Tuyau de rinçage";"Spülrohr";"Flush pipe";;"Sanitärtechnik";;
"1562";"235";"Répartition de l'eau de rinçage";"Spülwasserverteilung";"Flush water distribution";;"Sanitärtechnik";;
"1100";"236";"Étage supérieur";"Obergeschoss";"Upper floor";;"Sanitärtechnik";;
"763";"236";"Conduite d'eau froide";"Kaltwasserleitung";"Cold water line";;"Sanitärtechnik";;
"1698";"236";"Conduite d'eau chaude potable (PWH)";"Trinkwarmwasserleitung (PWH)";"Domestic hot water line (DHW)";;"Sanitärtechnik";;
"1786";"236";"Alimentation, centrale";"Versorgung, zentral";"Central supply";;"Sanitärtechnik";;
"1843";"236";"Conduite d'eau chaude";"Warmwasserleitung";"Hot water line";;"Sanitärtechnik";;
"1697";"236";"Conduite d'eau potable froide (PWC)";"Trinkkaltwasserleitung (PWC)";"Drinking cold water line (PWC)";;"Sanitärtechnik";;
"1534";"236";"Chauffe-eau à accumulation";"Speicher-Trinkwassererwärmer";"Storage-type drinking water heater";;"Sanitärtechnik";;
"772";"236";"Cave";"Keller";"Basement";;"Sanitärtechnik";;
"410";"236";"Rez-de-chaussée";"Erdgeschoss";"Ground floor";;"Sanitärtechnik";;
"1614";"236";"Poteau, premier";"Stock,erster";"First floor";;"Sanitärtechnik";;
"364";"237";"Alimentation individuelle";"Einzelversorgung";"Individual supply";;"Sanitärtechnik";;
"612";"237";"Alimentation groupée";"Gruppenversorgung";"Group supply";;"Sanitärtechnik";;
"316";"237";"Réchauffeur à circulation";"Durchflusserwärmer";"Instantaneous water heater";;"Sanitärtechnik";;
"1748";"237";"Réservoir sous évier";"Untertischspeicher";"Under-counter storage";;"Sanitärtechnik";;
"1820";"237";"Accumulateur mural";"Wandspeicher";"Wall-mounted storage";;"Sanitärtechnik";;
"1532";"237";"Accumulateur";"Speicher";"Storage";;"Sanitärtechnik";;
"232";"238";"Chaudière";"Boiler";"Boiler";;"Sanitärtechnik";;
"267";"238";"Conduite de vapeur";"Dampfrohr";"Steam pipe";;"Sanitärtechnik";;
"394";"238";"vidange";"entleeren";"Drain";;"Sanitärtechnik";;
"500";"238";"Robinet de remplissage et de vidange";"Füll- und Ablaufarmatur";"Fill and drain valve";;"Sanitärtechnik";;
"502";"238";"Remplir";"füllen";"Fill";;"Sanitärtechnik";;
"762";"238";"Eau froide";"Kaltwasser";"Cold water";;"Sanitärtechnik";;
"808";"238";"Appareil à eau bouillante";"Kochendwassergerät";"Boiling water dispenser";;"Sanitärtechnik";;
"599";"238";"Boîtier en verre avec indicateur de niveau";"Glasgehäuse mit Füllmengenanzeige";"Glass housing with fill level indicator";;"Sanitärtechnik";;
"1281";"238";"Élément chauffant tubulaire, horizontal";"Rohrheizkörper, liegend";"Flat tubular heating element";;"Sanitärtechnik";;
"1717";"238";"Dispositif de sécurité contre la surchauffe";"Übertemperatursicherung";"Over-temperature protection";;"Sanitärtechnik";;
"1660";"238";"Commutateur de sélection de température";"Temperaturwahlschalter";"Temperature selector switch";;"Sanitärtechnik";;
"760";"239";"à froid";"kalt";"Cold";;"Sanitärtechnik";;
"801";"239";"Petit réservoir";"Kleinspeicher";"Small storage heater";;"Sanitärtechnik";;
"1280";"239";"Élément chauffant tubulaire";"Rohrheizkörper";"Tubular heating element";;"Sanitärtechnik";;
"1430";"239";"Anode de protection";"Schutzanode";"Sacrificial anode";;"Sanitärtechnik";;
"1747";"239";"Petit ballon d'eau chaude sous évier";"Untertisch-Kleinspeicher";"Under-counter small storage tank";;"Sanitärtechnik";;
"1828";"239";"à chaud";"warm";"Hot";;"Sanitärtechnik";;
"1918";"239";"Robinet de soutirage";"Zapfventil";"Dispensing valve";;"Sanitärtechnik";;
"1656";"239";"Sonde de température";"Temperaturfühler";"Temperature sensor";;"Sanitärtechnik";;
"1658";"239";"Sélecteur de température";"Temperaturwähler";"Temperature selector";;"Sanitärtechnik";;
"1662";"239";"Vanne de régulation de température";"Temperierventil";"Temperature control valve";;"Sanitärtechnik";;
"1718";"239";"Petit accumulateur de table";"Übertisch-Kleinspeicher";"Countertop mini-storage tank";;"Sanitärtechnik";;
"564";"240";"Siphon";"Geruchverschluss";"Odor trap";;"Sanitärtechnik";;
"1217";"240";"Raccord PWC vers le ballon";"PWC-Anschluss zum Speicher";"PWC connection to the storage tank";;"Sanitärtechnik";;
"1221";"240";"Raccordement PWH depuis le ballon";"PWH-Anschluss vom Speicher";"PWH connection from the storage tank";;"Sanitärtechnik";;
"1483";"240";"Équipement de sécurité";"Sicherheitstechnische Ausrüstung";"Safety equipment";;"Sanitärtechnik";;
"1484";"240";"Soupape de sécurité";"Sicherheitsventil";"Safety valve";;"Sanitärtechnik";;
"1501";"240";"Siphon";"Siphon";"Siphon";;"Sanitärtechnik";;
"317";"241";"Réchauffeur à circulation, électrique";"Durchfluss-TWE, elektrisch";"Flow-through TWE, electric";;"Sanitärtechnik";;
"320";"241";"chauffe-eau instantané";"Durchlauferhitzer";"Instantaneous water heater";;"Sanitärtechnik";;
"523";"241";"Chauffe-eau instantané à gaz";"Gas-Durchlauferhitzer";"Gas instantaneous water heater";;"Sanitärtechnik";;
"526";"241";"Flamme de gaz";"Gasflamme";"Gas flame";;"Sanitärtechnik";;
"879";"241";"Réservoir en cuivre avec système de chauffage";"Kupferbehälter mit Heizsystem";"Copper tank with heating system";;"Sanitärtechnik";;
"1157";"241";"Allumeur piézoélectrique";"Piezozünder";"Piezo igniter";;"Sanitärtechnik";;
"322";"241";"Chauffe-eau instantané (DWH)";"Durchlaufwasserheizer (DWH)";"Instantaneous water heater (IWH)";;"Sanitärtechnik";;
"1074";"241";"Borne de raccordement au réseau";"Netzanschlussklemme";"Mains connection terminal";;"Sanitärtechnik";;
"1218";"241";"Arrivée PWC";"PWC-Zulauf";"PWC inlet";;"Sanitärtechnik";;
"1219";"241";"Sortie PWH";"PWH-Ablauf";"PWH drain";;"Sanitärtechnik";;
"1610";"241";"Unité de commande et de régulation";"Steuer-und Regeleinheit";"Control and regulation unit";;"Sanitärtechnik";;
"521";"241";"Brûleur à gaz";"Gasbrenner";"Gas burner";;"Sanitärtechnik";;
"689";"242";"Retour d'eau de chauffage";"Heizwasserrücklauf";"Heating water return";;"Sanitärtechnik";;
"690";"242";"Départ d'eau de chauffage";"Heizwasservorlauf";"Heating water supply";;"Sanitärtechnik";;
"1220";"242";"Raccord PWH";"PWH-Anschluss";"PWH connection";;"Sanitärtechnik";;
"1296";"242";"Serpentin";"Rohrschlange";"Coil";;"Sanitärtechnik";;
"675";"242";"Combinaison chaudière-ballon-chauffe-eau";"Heizkessel-Speicher-Trinkwassererwärmer, Kombination";"Boiler-storage tank-drinking water heater, combination";;"Sanitärtechnik";;
"1216";"242";"Raccord PWC";"PWC-Anschluss";"PWC connection";;"Sanitärtechnik";;
"1533";"242";"Sonde de réservoir";"Speicherfühler";"Storage tank sensor";;"Sanitärtechnik";;
"1699";"242";"Chauffage de l'eau potable";"Trinkwassererwärmung";"Drinking water heating";;"Sanitärtechnik";;
"673";"242";"Chaudière";"Heizkessel";"Boiler";;"Sanitärtechnik";;
"1480";"243";"Dispositifs de sécurité";"Sicherheitseinrichtungen";"Safety devices";;"Sanitärtechnik";;
"1060";"243";"Post-chauffage";"Nachheizung";"Supplementary heating";;"Sanitärtechnik";;
"1508";"243";"Installation solaire";"Solaranlage";"Solar system";;"Sanitärtechnik";;
"1509";"243";"Circuit solaire aller et retour";"Solarkreis Vor- und Rücklauf";"Solar circuit supply and return";;"Sanitärtechnik";;
"1511";"243";"Réservoir solaire, bivalent";"Solarspeicher, bivalent";"Solar storage tank, bivalent";;"Sanitärtechnik";;
"1513";"243";"Capteur solaire";"Sonnenkollektor";"Solar collector";;"Sanitärtechnik";;
